Date,Time,GHI,GTI,TEMP,PVOUT,WS,WD,RH,PREC,AP,PWAT,SWE
04.12.2019,11:07,770,823,23.4,33723.066,8.5,10,71.4,0,1000.1,26.5,581.11
04.12.2019,11:22,770,823,23.5,33672.934,8.5,10,71.4,0,999.9,26.5,581.11
04.12.2019,11:37,767,820,23.6,33567.836,8.6,11,71.4,0,999.7,26.5,581.11
04.12.2019,11:52,763,816,23.6,33407.527,8.6,11,71.4,0,999.5,26.4,581.11
04.12.2019,12:07,756,810,23.7,33155.828,8.6,12,71.3,0,999.3,26.3,581.11
04.12.2019,12:22,747,800,23.7,32812.438,8.6,12,71,0,999,26.1,581.11
04.12.2019,12:37,736,789,23.8,32367.508,8.5,12,70.7,0,998.8,25.9,581.11
04.12.2019,12:52,721,774,23.8,31819.791,8.5,12,70.4,0,998.5,25.7,581.11
04.12.2019,13:07,707,760,23.8,31276.283,8.4,12,70.1,0,998.3,25.4,581.11
04.12.2019,13:22,691,745,23.9,30736.891,8.4,12,70,0,998.1,25.2,581.11
04.12.2019,13:37,669,723,23.9,29902.369,8.3,12,70,0,997.9,24.9,581.11
04.12.2019,13:52,640,694,23.9,28765.531,8.2,13,69.9,0,997.7,24.7,581.11
04.12.2019,14:07,606,660,23.9,27415.561,8.1,13,69.9,0,997.5,24.5,581.11
04.12.2019,14:22,568,623,23.8,25940.805,7.9,13,70.1,0,997.4,24.4,581.11
04.12.2019,14:37,525,579,23.8,24097.271,7.6,12,70.2,0,997.4,24.4,581.11
04.12.2019,14:52,476,526,23.7,21877.16,7.4,11,70.4,0,997.3,24.4,581.11
04.12.2019,15:07,422,468,23.6,19384.33,7.2,10,70.6,0,997.3,24.5,581.11
04.12.2019,15:22,361,402,23.5,16522.826,6.8,11,71.4,0,997.3,24.6,581.11
04.12.2019,15:37,306,345,23.4,13927.077,6.5,11,72.2,0,997.3,24.8,581.11
04.12.2019,15:52,258,295,23.2,11599.279,6.1,12,73,0,997.3,25.1,581.11
04.12.2019,16:07,211,244,23,9253.362,5.8,13,73.8,0,997.3,25.3,581.11
04.12.2019,16:22,165,193,22.7,6962.564,5.8,14,74.9,0,997.4,25.6,581.11
04.12.2019,16:37,118,141,22.3,4696.428,5.8,14,76.1,0,997.4,26,581.11
04.12.2019,16:52,70,88,21.9,2083.261,5.9,14,77.2,0,997.5,26.4,581.11
04.12.2019,17:07,24,23,21.5,651.773,5.9,14,78.3,0,997.6,26.7,581.11
04.12.2019,17:22,0,0,21.2,0,5.8,13,78.4,0,997.9,27,581.11
04.12.2019,17:37,0,0,21,0,5.7,11,78.5,0,998.1,27.1,581.11
04.12.2019,17:52,0,0,20.7,0,5.6,9,78.5,0,998.4,27.3,581.11
04.12.2019,18:07,0,0,20.6,0,5.5,7,78.6,0,998.6,27.5,581.11
04.12.2019,18:22,0,0,20.5,0,5.2,3,78.4,0,998.8,27.6,581.11
04.12.2019,18:37,0,0,20.5,0,5,359,78.3,0,999,27.6,581.11
04.12.2019,18:52,0,0,20.4,0,4.7,355,78.1,0,999.2,27.7,581.11
04.12.2019,19:07,0,0,20.4,0,4.5,350,77.9,0,999.4,27.7,581.11
04.12.2019,19:22,0,0,20.4,0,4.3,350,77.7,0,999.7,27.7,581.11
04.12.2019,19:37,0,0,20.5,0,4.2,350,77.4,0,999.9,27.7,581.11
04.12.2019,19:52,0,0,20.4,0,4,350,77.2,0,1000.2,27.7,581.11
04.12.2019,20:07,0,0,20.4,0,3.9,349,77,0,1000.4,27.7,581.11
04.12.2019,20:22,0,0,20.2,0,3.8,349,77.7,0,1000.5,27.8,581.11
04.12.2019,20:37,0,0,20,0,3.7,348,78.5,0,1000.5,27.8,581.11
04.12.2019,20:52,0,0,19.7,0,3.7,347,79.2,0,1000.6,27.8,581.11
04.12.2019,21:07,0,0,19.5,0,3.6,346,80,0,1000.6,27.9,581.11
04.12.2019,21:22,0,0,19.4,0,3.7,344,80,0,1000.6,28.1,581.11
04.12.2019,21:37,0,0,19.2,0,3.8,342,80,0,1000.6,28.2,581.11
04.12.2019,21:52,0,0,19.2,0,3.9,340,79.9,0,1000.7,28.4,581.11
04.12.2019,22:07,0,0,19.1,0,4,338,79.9,0,1000.7,28.5,581.11
04.12.2019,22:22,0,0,19,0,4,339,79.6,0,1000.6,28.7,581.11
04.12.2019,22:37,0,0,18.9,0,4,339,79.4,0,1000.6,28.7,581.11
04.12.2019,22:52,0,0,18.9,0,4,340,79.1,0,1000.5,28.8,581.11
04.12.2019,23:07,0,0,18.8,0,4.1,341,78.9,0,1000.5,28.9,581.11
04.12.2019,23:22,0,0,18.7,0,4.1,341,79,0,1000.4,28.9,581.11
04.12.2019,23:37,0,0,18.6,0,4.2,341,79.1,0,1000.4,28.9,581.11
04.12.2019,23:52,0,0,18.5,0,4.2,341,79.2,0,1000.4,28.9,581.11
05.12.2019,00:07,0,0,18.5,0,4.3,341,79.3,0,1000.3,28.9,581.11
05.12.2019,00:22,0,0,18.5,0,4.3,340,79.4,0,1000.1,28.9,581.11
05.12.2019,00:37,0,0,18.6,0,4.3,339,79.5,0,999.9,28.8,581.11
